identifier	run	url
SRR5128887	SRR5128887	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR512/SRR5128887/SRR5128887.sra
SRR5127829	SRR5127829	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR512/SRR5127829/SRR5127829.sra
SRR5128667	SRR5128667	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR512/SRR5128667/SRR5128667.sra
SRR5127794	SRR5127794	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR512/SRR5127794/SRR5127794.sra
SRR5128902	SRR5128902	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR512/SRR5128902/SRR5128902.sra
SRR5127775	SRR5127775	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR512/SRR5127775/SRR5127775.sra
SRR5128802	SRR5128802	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR512/SRR5128802/SRR5128802.sra
SRR5127776	SRR5127776	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR512/SRR5127776/SRR5127776.sra
SRR5127703	SRR5127703	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR512/SRR5127703/SRR5127703.sra
SRR5127567	SRR5127567	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR512/SRR5127567/SRR5127567.sra
SRR5127774	SRR5127774	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR512/SRR5127774/SRR5127774.sra
SRR5128705	SRR5128705	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR512/SRR5128705/SRR5128705.sra
SRR5127724	SRR5127724	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR512/SRR5127724/SRR5127724.sra
SRR5128735	SRR5128735	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR512/SRR5128735/SRR5128735.sra
SRR5127608	SRR5127608	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR512/SRR5127608/SRR5127608.sra
SRR5128801	SRR5128801	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR512/SRR5128801/SRR5128801.sra
SRR5127765	SRR5127765	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR512/SRR5127765/SRR5127765.sra
SRR5128421	SRR5128421	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR512/SRR5128421/SRR5128421.sra
SRR5127561	SRR5127561	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR512/SRR5127561/SRR5127561.sra
SRR5128375	SRR5128375	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR512/SRR5128375/SRR5128375.sra
SRR5127593	SRR5127593	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR512/SRR5127593/SRR5127593.sra
SRR5128793	SRR5128793	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR512/SRR5128793/SRR5128793.sra
SRR5127852	SRR5127852	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR512/SRR5127852/SRR5127852.sra
SRR5128379	SRR5128379	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR512/SRR5128379/SRR5128379.sra
SRR5127461	SRR5127461	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR512/SRR5127461/SRR5127461.sra
SRR5128892	SRR5128892	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR512/SRR5128892/SRR5128892.sra
SRR5127430	SRR5127430	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR512/SRR5127430/SRR5127430.sra
SRR5128702	SRR5128702	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR512/SRR5128702/SRR5128702.sra
SRR5127749	SRR5127749	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR512/SRR5127749/SRR5127749.sra
SRR5128868	SRR5128868	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR512/SRR5128868/SRR5128868.sra
SRR5127778	SRR5127778	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR512/SRR5127778/SRR5127778.sra
SRR5128417	SRR5128417	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR512/SRR5128417/SRR5128417.sra
SRR5127809	SRR5127809	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR512/SRR5127809/SRR5127809.sra
SRR5128398	SRR5128398	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR512/SRR5128398/SRR5128398.sra
SRR5127817	SRR5127817	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR512/SRR5127817/SRR5127817.sra
SRR5128461	SRR5128461	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR512/SRR5128461/SRR5128461.sra
SRR5127554	SRR5127554	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR512/SRR5127554/SRR5127554.sra
SRR5128770	SRR5128770	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR512/SRR5128770/SRR5128770.sra
SRR5127550	SRR5127550	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR512/SRR5127550/SRR5127550.sra
SRR5127860	SRR5127860	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR512/SRR5127860/SRR5127860.sra
SRR5128381	SRR5128381	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR512/SRR5128381/SRR5128381.sra
SRR5127572	SRR5127572	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR512/SRR5127572/SRR5127572.sra
SRR5128708	SRR5128708	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR512/SRR5128708/SRR5128708.sra
SRR5127705	SRR5127705	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR512/SRR5127705/SRR5127705.sra
SRR5128462	SRR5128462	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR512/SRR5128462/SRR5128462.sra
SRR5127816	SRR5127816	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR512/SRR5127816/SRR5127816.sra
SRR5128775	SRR5128775	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR512/SRR5128775/SRR5128775.sra
SRR5127643	SRR5127643	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR512/SRR5127643/SRR5127643.sra
SRR5127853	SRR5127853	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR512/SRR5127853/SRR5127853.sra
SRR5128829	SRR5128829	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR512/SRR5128829/SRR5128829.sra
SRR5127426	SRR5127426	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR512/SRR5127426/SRR5127426.sra
SRR5128935	SRR5128935	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR512/SRR5128935/SRR5128935.sra
SRR5127402	SRR5127402	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR512/SRR5127402/SRR5127402.sra
SRR5128850	SRR5128850	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR512/SRR5128850/SRR5128850.sra
SRR5127688	SRR5127688	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR512/SRR5127688/SRR5127688.sra
SRR5128745	SRR5128745	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR512/SRR5128745/SRR5128745.sra
SRR5127834	SRR5127834	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR512/SRR5127834/SRR5127834.sra
SRR5128805	SRR5128805	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR512/SRR5128805/SRR5128805.sra
SRR5127514	SRR5127514	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR512/SRR5127514/SRR5127514.sra
SRR5128555	SRR5128555	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR512/SRR5128555/SRR5128555.sra
SRR5127429	SRR5127429	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR512/SRR5127429/SRR5127429.sra
SRR5128941	SRR5128941	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR512/SRR5128941/SRR5128941.sra
SRR5127658	SRR5127658	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR512/SRR5127658/SRR5127658.sra
SRR5128870	SRR5128870	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR512/SRR5128870/SRR5128870.sra
SRR5127851	SRR5127851	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR512/SRR5127851/SRR5127851.sra
SRR5128407	SRR5128407	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR512/SRR5128407/SRR5128407.sra
SRR5127669	SRR5127669	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR512/SRR5127669/SRR5127669.sra
SRR5128888	SRR5128888	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR512/SRR5128888/SRR5128888.sra
SRR5127602	SRR5127602	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR512/SRR5127602/SRR5127602.sra
SRR5128776	SRR5128776	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR512/SRR5128776/SRR5128776.sra
SRR5127607	SRR5127607	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR512/SRR5127607/SRR5127607.sra
SRR5128905	SRR5128905	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR512/SRR5128905/SRR5128905.sra
SRR5127733	SRR5127733	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR512/SRR5127733/SRR5127733.sra
SRR5128387	SRR5128387	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR512/SRR5128387/SRR5128387.sra
SRR5127717	SRR5127717	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR512/SRR5127717/SRR5127717.sra
SRR5128944	SRR5128944	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR512/SRR5128944/SRR5128944.sra
SRR5127482	SRR5127482	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR512/SRR5127482/SRR5127482.sra
SRR5128471	SRR5128471	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR512/SRR5128471/SRR5128471.sra
SRR5127549	SRR5127549	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR512/SRR5127549/SRR5127549.sra
SRR5128916	SRR5128916	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR512/SRR5128916/SRR5128916.sra
SRR5127846	SRR5127846	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR512/SRR5127846/SRR5127846.sra
SRR5128825	SRR5128825	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR512/SRR5128825/SRR5128825.sra
SRR5127837	SRR5127837	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR512/SRR5127837/SRR5127837.sra
SRR5128750	SRR5128750	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR512/SRR5128750/SRR5128750.sra
SRR5127782	SRR5127782	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR512/SRR5127782/SRR5127782.sra
SRR5128903	SRR5128903	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR512/SRR5128903/SRR5128903.sra
SRR5127611	SRR5127611	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR512/SRR5127611/SRR5127611.sra
SRR5127446	SRR5127446	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR512/SRR5127446/SRR5127446.sra
SRR5128740	SRR5128740	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR512/SRR5128740/SRR5128740.sra
SRR5127495	SRR5127495	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR512/SRR5127495/SRR5127495.sra
SRR5128685	SRR5128685	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR512/SRR5128685/SRR5128685.sra
SRR5127618	SRR5127618	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR512/SRR5127618/SRR5127618.sra
SRR5128451	SRR5128451	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR512/SRR5128451/SRR5128451.sra
SRR5127630	SRR5127630	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR512/SRR5127630/SRR5127630.sra
SRR5128697	SRR5128697	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR512/SRR5128697/SRR5128697.sra
SRR5127603	SRR5127603	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR512/SRR5127603/SRR5127603.sra
SRR5128662	SRR5128662	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR512/SRR5128662/SRR5128662.sra
SRR5127519	SRR5127519	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR512/SRR5127519/SRR5127519.sra
SRR5128474	SRR5128474	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR512/SRR5128474/SRR5128474.sra
SRR5127696	SRR5127696	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR512/SRR5127696/SRR5127696.sra
SRR5128907	SRR5128907	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR512/SRR5128907/SRR5128907.sra
SRR5127735	SRR5127735	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR512/SRR5127735/SRR5127735.sra
SRR5128402	SRR5128402	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR512/SRR5128402/SRR5128402.sra
SRR5127412	SRR5127412	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR512/SRR5127412/SRR5127412.sra
SRR5128442	SRR5128442	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR512/SRR5128442/SRR5128442.sra
SRR5127700	SRR5127700	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR512/SRR5127700/SRR5127700.sra
SRR5128846	SRR5128846	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR512/SRR5128846/SRR5128846.sra
SRR5127730	SRR5127730	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR512/SRR5127730/SRR5127730.sra
SRR5128845	SRR5128845	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR512/SRR5128845/SRR5128845.sra
SRR5127551	SRR5127551	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR512/SRR5127551/SRR5127551.sra
SRR5128744	SRR5128744	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR512/SRR5128744/SRR5128744.sra
SRR5127677	SRR5127677	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR512/SRR5127677/SRR5127677.sra
SRR5128832	SRR5128832	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR512/SRR5128832/SRR5128832.sra
SRR5127409	SRR5127409	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR512/SRR5127409/SRR5127409.sra
SRR5128768	SRR5128768	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR512/SRR5128768/SRR5128768.sra
SRR5127594	SRR5127594	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR512/SRR5127594/SRR5127594.sra
SRR5128939	SRR5128939	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR512/SRR5128939/SRR5128939.sra
SRR5127558	SRR5127558	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR512/SRR5127558/SRR5127558.sra
SRR5128915	SRR5128915	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR512/SRR5128915/SRR5128915.sra
SRR5127526	SRR5127526	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR512/SRR5127526/SRR5127526.sra
SRR5128455	SRR5128455	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR512/SRR5128455/SRR5128455.sra
SRR5127580	SRR5127580	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR512/SRR5127580/SRR5127580.sra
SRR5128738	SRR5128738	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR512/SRR5128738/SRR5128738.sra
SRR5127710	SRR5127710	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR512/SRR5127710/SRR5127710.sra
SRR5128539	SRR5128539	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR512/SRR5128539/SRR5128539.sra
SRR5127574	SRR5127574	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR512/SRR5127574/SRR5127574.sra
SRR5128879	SRR5128879	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR512/SRR5128879/SRR5128879.sra
SRR5127704	SRR5127704	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR512/SRR5127704/SRR5127704.sra
SRR5128696	SRR5128696	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR512/SRR5128696/SRR5128696.sra
SRR5127547	SRR5127547	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR512/SRR5127547/SRR5127547.sra
SRR5128433	SRR5128433	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR512/SRR5128433/SRR5128433.sra
SRR5127651	SRR5127651	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR512/SRR5127651/SRR5127651.sra
SRR5128672	SRR5128672	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR512/SRR5128672/SRR5128672.sra
SRR5127633	SRR5127633	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR512/SRR5127633/SRR5127633.sra
SRR5128806	SRR5128806	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR512/SRR5128806/SRR5128806.sra
SRR5127443	SRR5127443	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR512/SRR5127443/SRR5127443.sra
SRR5128400	SRR5128400	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR512/SRR5128400/SRR5128400.sra
SRR5127577	SRR5127577	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR512/SRR5127577/SRR5127577.sra
SRR5128711	SRR5128711	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR512/SRR5128711/SRR5128711.sra
SRR5127745	SRR5127745	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR512/SRR5127745/SRR5127745.sra
SRR5128733	SRR5128733	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR512/SRR5128733/SRR5128733.sra
SRR5127420	SRR5127420	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR512/SRR5127420/SRR5127420.sra
SRR5128716	SRR5128716	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR512/SRR5128716/SRR5128716.sra
SRR5127573	SRR5127573	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR512/SRR5127573/SRR5127573.sra
SRR5128444	SRR5128444	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR512/SRR5128444/SRR5128444.sra
SRR5127732	SRR5127732	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR512/SRR5127732/SRR5127732.sra
SRR5128853	SRR5128853	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR512/SRR5128853/SRR5128853.sra
SRR5127454	SRR5127454	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR512/SRR5127454/SRR5127454.sra
SRR5128938	SRR5128938	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR512/SRR5128938/SRR5128938.sra
SRR5127588	SRR5127588	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR512/SRR5127588/SRR5127588.sra
SRR5128881	SRR5128881	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR512/SRR5128881/SRR5128881.sra
SRR5127487	SRR5127487	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR512/SRR5127487/SRR5127487.sra
SRR5128848	SRR5128848	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR512/SRR5128848/SRR5128848.sra
SRR5127484	SRR5127484	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR512/SRR5127484/SRR5127484.sra
SRR5127467	SRR5127467	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR512/SRR5127467/SRR5127467.sra
SRR5128864	SRR5128864	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR512/SRR5128864/SRR5128864.sra
SRR5127616	SRR5127616	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR512/SRR5127616/SRR5127616.sra
SRR5128921	SRR5128921	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR512/SRR5128921/SRR5128921.sra
SRR5127760	SRR5127760	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR512/SRR5127760/SRR5127760.sra
SRR5128909	SRR5128909	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR512/SRR5128909/SRR5128909.sra
SRR5127812	SRR5127812	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR512/SRR5127812/SRR5127812.sra
SRR5128891	SRR5128891	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR512/SRR5128891/SRR5128891.sra
